date,staff_id,reason,old_asset_model,old_asset_serial_number,replaced_asset_model,replaced_asset_serial_number,hostname,issue,remarks
2024-07-06,694019365,new joiner,HP Book 2.0 Model,LAP-1AC06DC406,HP Book 2.0 Model,LAP-0B133EE44E,HOST-2663,hardware,User requested replacement
2024-03-28,208437656,breakfix,Dell Laptop X12 Model,LAP-5062D42596,Dell Laptop X12 Model,LAP-105382FF71,HOST-5990,software,OS corruption
2025-10-31,741138124,new joiner,Dell Laptop X12 Model,LAP-56EFDCFDBC,Dell Laptop X12 Model,LAP-CA2434437A,HOST-9199,hardware,Performance issue
2025-01-07,255529715,new joiner,Wireless Headset Cushion,WH-33B30A7F24,Wireless Headset Cushion,WH-7DC15EDF95,HOST-3755,hardware,User requested replacement
2024-11-17,720774271,new joiner,Dell Laptop X12 Model,LAP-246F3CB470,Dell Laptop X12 Model,LAP-8E8FB8F41D,HOST-8401,hardware,Device not powering on
2024-10-06,752027025,new joiner,HP Book 2.0 Model,LAP-98393FA820,HP Book 2.0 Model,LAP-ED63277989,HOST-5739,hardware,Device not powering on
2025-11-24,771124810,transfer,Wireless Headset Cushion,WH-E014AA2929,Wireless Headset Cushion,WH-2B5AD58E21,HOST-5477,software,OS corruption
2025-01-30,572775194,new joiner,HP Book 2.0 Model,LAP-1F019D1092,HP Book 2.0 Model,LAP-3960B26EE6,HOST-4485,software,Device not powering on
2025-08-12,686277792,new joiner,Dell Laptop X12 Model,LAP-AD60166BBF,Dell Laptop X12 Model,LAP-5A3672A998,HOST-9750,hardware,Physical damage
2025-10-25,295722203,transfer,MacBook M2 Model,LAP-994D67A569,MacBook M2 Model,LAP-C31AB6EAD3,HOST-3014,hardware,User requested replacement
2025-04-13,167496657,transfer,Dell Laptop X12 Model,LAP-8B651ECC3A,Dell Laptop X12 Model,LAP-3945BA66CA,HOST-4454,software,Physical damage
2024-04-14,740895381,transfer,JBL Wireless Headset,WH-4C44860C9C,JBL Wireless Headset,WH-6EF2613E8F,HOST-8417,software,Performance issue
2024-03-17,532074125,transfer,JBL Wireless Headset,WH-5ECB6DAC87,JBL Wireless Headset,WH-7679C9DC0D,HOST-6597,hardware,OS corruption
2024-05-21,291634595,transfer,Dell Laptop X12 Model,LAP-859D28D0D4,Dell Laptop X12 Model,LAP-79A6BC48E0,HOST-1260,hardware,Device not powering on
2024-05-11,672806655,transfer,Dell Laptop X12 Model,LAP-FB2BAD3FDF,Dell Laptop X12 Model,LAP-94BBD88AD7,HOST-1070,hardware,Performance issue
2024-11-27,172794091,new joiner,Dell Laptop X12 Model,LAP-984ABDD3E1,Dell Laptop X12 Model,LAP-88C12E12EE,HOST-9011,software,User requested replacement
2025-11-02,793627337,new joiner,Wireless Headset Cushion,WH-37A0208251,Wireless Headset Cushion,WH-2160571F9F,HOST-2270,hardware,OS corruption
2024-03-07,997866344,breakfix,JBL Wireless Headset,WH-1D65052623,JBL Wireless Headset,WH-04A2C1E829,HOST-6783,software,User requested replacement
2025-01-23,463527356,transfer,Dell Laptop X12 Model,LAP-AF73BD2AA3,Dell Laptop X12 Model,LAP-25631AD567,HOST-3903,hardware,Device not powering on
2024-10-08,874364174,transfer,JBL Wireless Headset,WH-7602F2991B,JBL Wireless Headset,WH-3E0CC0EDFC,HOST-4161,software,Device not powering on
2025-06-12,259923818,new joiner,Dell Laptop X12 Model,LAP-9DA2440CBD,Dell Laptop X12 Model,LAP-6E381C332B,HOST-1324,software,Physical damage
2025-07-12,423590493,breakfix,Wireless Headset Cushion,WH-9DB3ECA86F,Wireless Headset Cushion,WH-D32BEFEE0B,HOST-5967,hardware,Performance issue
2024-09-06,863193132,transfer,HP Book 2.0 Model,LAP-CC40ADA8C3,HP Book 2.0 Model,LAP-7ADAEF4A74,HOST-1602,software,OS corruption
2024-02-04,198725784,new joiner,JBL Wireless Headset,WH-D88FA76670,JBL Wireless Headset,WH-8798DCBCF1,HOST-4425,hardware,Performance issue
2024-04-11,223915446,transfer,HP Book 2.0 Model,LAP-5682EF9CA4,HP Book 2.0 Model,LAP-732207D4F7,HOST-2817,software,User requested replacement
2024-08-30,622082166,transfer,HP Book 2.0 Model,LAP-2260A02824,HP Book 2.0 Model,LAP-285D0FD0C7,HOST-3793,hardware,User requested replacement
2024-03-07,746716453,new joiner,Wireless Headset Cushion,WH-61B7279912,Wireless Headset Cushion,WH-53DC785D2D,HOST-3875,hardware,User requested replacement
2025-09-15,556497252,new joiner,JBL Wireless Headset,WH-F80E130126,JBL Wireless Headset,WH-7C201AAE8A,HOST-2065,hardware,Physical damage
2024-06-20,675832441,breakfix,HP Book 2.0 Model,LAP-25C1763BA4,HP Book 2.0 Model,LAP-E592131B51,HOST-9570,software,Performance issue
2024-03-01,472384530,breakfix,Dell Laptop X12 Model,LAP-7AB5FB77AC,Dell Laptop X12 Model,LAP-C2ECB4A409,HOST-9731,software,User requested replacement
2024-10-17,840076530,breakfix,JBL Wireless Headset,WH-1861B8C25C,JBL Wireless Headset,WH-62D39E472C,HOST-7997,hardware,Physical damage
2024-11-08,506994931,transfer,HP Book 2.0 Model,LAP-46313D233A,HP Book 2.0 Model,LAP-7F6EA549AC,HOST-5489,hardware,User requested replacement
2024-10-04,929516706,transfer,Wireless Headset Cushion,WH-B4AAB8A750,Wireless Headset Cushion,WH-B464F71B1F,HOST-6922,hardware,Performance issue
2025-12-07,865179645,transfer,JBL Wireless Headset,WH-644D658ED5,JBL Wireless Headset,WH-1494549FAB,HOST-7882,software,Physical damage
2026-01-19,464883950,transfer,HP Book 2.0 Model,LAP-60F1DDBEA4,HP Book 2.0 Model,LAP-30B788D2B1,HOST-4188,software,Device not powering on
2024-06-18,140680121,breakfix,JBL Wireless Headset,WH-C03FD6C432,JBL Wireless Headset,WH-50395AE365,HOST-4696,software,Device not powering on
2025-05-14,977516280,breakfix,Wireless Headset Cushion,WH-F629E67D01,Wireless Headset Cushion,WH-F5720688AE,HOST-3694,software,Physical damage
2025-11-21,352082631,new joiner,Dell Laptop X12 Model,LAP-AF35954347,Dell Laptop X12 Model,LAP-04BF3A27B1,HOST-2584,hardware,OS corruption
2024-11-08,134688715,breakfix,HP Book 2.0 Model,LAP-DCA72A27E6,HP Book 2.0 Model,LAP-136D31302D,HOST-6477,software,Performance issue
2025-10-06,222655758,transfer,JBL Wireless Headset,WH-6FFF019D19,JBL Wireless Headset,WH-A9D93EA16E,HOST-4905,software,Device not powering on
2025-02-17,252122560,new joiner,Dell Laptop X12 Model,LAP-4D419EDAE5,Dell Laptop X12 Model,LAP-820D1EFC45,HOST-4878,hardware,User requested replacement
2024-04-30,442648079,transfer,JBL Wireless Headset,WH-DEABCD7AE2,JBL Wireless Headset,WH-4CB26EB919,HOST-2567,software,User requested replacement
2025-09-19,662060684,breakfix,Dell Laptop X12 Model,LAP-BE3206B128,Dell Laptop X12 Model,LAP-02619CD113,HOST-1994,hardware,OS corruption
2025-03-10,403521991,new joiner,Dell Laptop X12 Model,LAP-38F904A11E,Dell Laptop X12 Model,LAP-E82A7C082C,HOST-2065,hardware,Device not powering on
2024-10-29,788095145,breakfix,Wireless Headset Cushion,WH-4AEB41E252,Wireless Headset Cushion,WH-B81C94DDAC,HOST-5939,software,Device not powering on
2025-10-12,784683755,new joiner,HP Book 2.0 Model,LAP-0710C2E4D1,HP Book 2.0 Model,LAP-154C10F00B,HOST-1914,hardware,Physical damage
2024-12-30,203416251,transfer,HP Book 2.0 Model,LAP-2F57A7CE2A,HP Book 2.0 Model,LAP-841A31F7FF,HOST-2570,software,Performance issue
2024-05-21,838993835,new joiner,HP Book 2.0 Model,LAP-2F92092234,HP Book 2.0 Model,LAP-703FB0B929,HOST-1173,software,OS corruption
2024-10-06,932120169,transfer,JBL Wireless Headset,WH-F3C3837B0E,JBL Wireless Headset,WH-836166A66A,HOST-2659,software,Device not powering on
2024-10-17,407751103,new joiner,JBL Wireless Headset,WH-477295EDF0,JBL Wireless Headset,WH-02AA24CDFC,HOST-6377,hardware,Device not powering on
2025-10-11,394992351,breakfix,Wireless Headset Cushion,WH-2ED6C2BE04,Wireless Headset Cushion,WH-BF5E486D3E,HOST-2106,hardware,User requested replacement
2025-09-17,320595661,new joiner,JBL Wireless Headset,WH-C908795269,JBL Wireless Headset,WH-FA85EC0559,HOST-9337,software,Physical damage
2024-11-19,432091877,transfer,HP Book 2.0 Model,LAP-B3008A76A8,HP Book 2.0 Model,LAP-479C28FD3B,HOST-8284,hardware,Performance issue
2025-09-06,639577241,breakfix,Dell Laptop X12 Model,LAP-25BFE30B3E,Dell Laptop X12 Model,LAP-540F236904,HOST-1991,hardware,Physical damage
2024-06-05,391317298,transfer,Dell Laptop X12 Model,LAP-1DD7D8AE69,Dell Laptop X12 Model,LAP-EF502E4E53,HOST-9407,software,Physical damage
2024-06-06,583633860,new joiner,HP Book 2.0 Model,LAP-729BB7C57D,HP Book 2.0 Model,LAP-DE026E65A7,HOST-3385,hardware,OS corruption
2025-03-14,515070154,new joiner,Dell Laptop X12 Model,LAP-93C5043DC2,Dell Laptop X12 Model,LAP-B6443DEBF7,HOST-6618,software,Physical damage
2026-01-16,540639384,new joiner,Wireless Headset Cushion,WH-0E85A60D5A,Wireless Headset Cushion,WH-87DCDA38B8,HOST-3369,hardware,Performance issue
2024-08-23,773532691,new joiner,Dell Laptop X12 Model,LAP-09FF7B98D3,Dell Laptop X12 Model,LAP-AA8CA593B1,HOST-1894,software,Physical damage
2025-07-08,299491606,breakfix,JBL Wireless Headset,WH-B9CD088CDB,JBL Wireless Headset,WH-58CD6433DD,HOST-4297,hardware,Physical damage
2025-07-15,659819889,new joiner,JBL Wireless Headset,WH-04B03B5597,JBL Wireless Headset,WH-F6F15D8CF9,HOST-8794,software,User requested replacement
2024-02-15,888448988,transfer,JBL Wireless Headset,WH-8C1B84FC27,JBL Wireless Headset,WH-44341E57D5,HOST-6499,software,OS corruption
2025-02-22,360301107,breakfix,JBL Wireless Headset,WH-0EFA1E351F,JBL Wireless Headset,WH-1169EE37A4,HOST-2717,software,Device not powering on
2024-09-04,583156434,breakfix,HP Book 2.0 Model,LAP-C4F6D71349,HP Book 2.0 Model,LAP-E64E6822BA,HOST-1060,hardware,Performance issue
2024-10-04,662715631,new joiner,HP Book 2.0 Model,LAP-59626AC985,HP Book 2.0 Model,LAP-676D758BAD,HOST-4492,hardware,OS corruption
2025-02-19,442219677,new joiner,HP Book 2.0 Model,LAP-339AE07434,HP Book 2.0 Model,LAP-BA8D1B3C63,HOST-7158,hardware,OS corruption
2025-07-20,950961305,breakfix,Dell Laptop X12 Model,LAP-C6C13671CD,Dell Laptop X12 Model,LAP-961B077AD0,HOST-6944,hardware,Device not powering on
2025-01-23,931875429,breakfix,HP Book 2.0 Model,LAP-5D5DD0F84E,HP Book 2.0 Model,LAP-45626D8612,HOST-2887,hardware,Physical damage
2024-10-31,285388355,breakfix,HP Book 2.0 Model,LAP-DDEEF5B693,HP Book 2.0 Model,LAP-7F4CB13EBA,HOST-6896,hardware,Device not powering on
2025-07-05,197970787,breakfix,Wireless Headset Cushion,WH-D0E84490DB,Wireless Headset Cushion,WH-13ACA03127,HOST-5654,hardware,Performance issue
2025-05-01,635680789,new joiner,HP Book 2.0 Model,LAP-17EB4254D6,HP Book 2.0 Model,LAP-74C12C0E3D,HOST-3855,software,User requested replacement
2025-05-18,403754671,breakfix,Dell Laptop X12 Model,LAP-0C1A3F6CB3,Dell Laptop X12 Model,LAP-747C210E9E,HOST-4211,hardware,Performance issue
2025-05-01,408849655,breakfix,JBL Wireless Headset,WH-8C65CA3F79,JBL Wireless Headset,WH-3C3B33BDEF,HOST-1343,hardware,OS corruption
2024-03-25,682101860,breakfix,JBL Wireless Headset,WH-F77E5BF8E8,JBL Wireless Headset,WH-B8F4AED077,HOST-6544,hardware,Physical damage
2024-10-14,849070816,breakfix,JBL Wireless Headset,WH-E2F97C47F3,JBL Wireless Headset,WH-377B89EB1E,HOST-7056,software,Performance issue
2024-08-03,634443249,new joiner,Wireless Headset Cushion,WH-EA89EA30B3,Wireless Headset Cushion,WH-A660465116,HOST-8106,hardware,Device not powering on
2025-08-30,634323575,breakfix,Dell Laptop X12 Model,LAP-F6BA246A1B,Dell Laptop X12 Model,LAP-2B6A51B584,HOST-4107,hardware,User requested replacement
2025-01-02,469319644,new joiner,HP Book 2.0 Model,LAP-9D555FA4DE,HP Book 2.0 Model,LAP-1E6B1F9FE1,HOST-7131,software,User requested replacement
2024-11-11,802879944,new joiner,Dell Laptop X12 Model,LAP-F81DDD7E19,Dell Laptop X12 Model,LAP-42CC74387E,HOST-5006,hardware,User requested replacement
2024-06-02,184003766,breakfix,HP Book 2.0 Model,LAP-298F4BB2A6,HP Book 2.0 Model,LAP-A17FEC9598,HOST-9773,software,Performance issue
2025-02-23,180533234,breakfix,JBL Wireless Headset,WH-C99C44E050,JBL Wireless Headset,WH-E3F31023A1,HOST-1872,software,Performance issue
2024-08-22,158346438,new joiner,JBL Wireless Headset,WH-584F22D026,JBL Wireless Headset,WH-D06C798F4B,HOST-9011,hardware,Device not powering on
2024-09-30,360916298,new joiner,JBL Wireless Headset,WH-338EEED550,JBL Wireless Headset,WH-0EFA2F27AC,HOST-2062,hardware,User requested replacement
2024-12-23,625288882,new joiner,HP Book 2.0 Model,LAP-F6956DE126,HP Book 2.0 Model,LAP-CA34C34500,HOST-9342,software,OS corruption
2024-08-11,586155117,transfer,HP Book 2.0 Model,LAP-CE3BFB7677,HP Book 2.0 Model,LAP-CB6ADE2081,HOST-3932,software,Physical damage
2024-08-04,526269674,new joiner,Dell Laptop X12 Model,LAP-0D0196AC14,Dell Laptop X12 Model,LAP-879D993BF9,HOST-8918,software,OS corruption
2025-04-25,427258676,new joiner,JBL Wireless Headset,WH-C9BA9AB68F,JBL Wireless Headset,WH-CE8243F414,HOST-7569,hardware,Performance issue
2025-06-14,931469703,breakfix,HP Book 2.0 Model,LAP-9A8B1F78D8,HP Book 2.0 Model,LAP-98462B747F,HOST-8406,hardware,OS corruption
2025-06-15,978295746,transfer,HP Book 2.0 Model,LAP-9E74B7DC5A,HP Book 2.0 Model,LAP-E4567486B4,HOST-7963,software,User requested replacement
2025-08-17,669628927,transfer,Dell Laptop X12 Model,LAP-5DDA615034,Dell Laptop X12 Model,LAP-076D6A7D79,HOST-5170,hardware,Performance issue
2025-10-30,459048149,transfer,Wireless Headset Cushion,WH-3A28DC5FCB,Wireless Headset Cushion,WH-4674FC6D3C,HOST-8282,software,Performance issue
2024-06-06,412737284,breakfix,Dell Laptop X12 Model,LAP-4F4CF403FF,Dell Laptop X12 Model,LAP-0152A480FB,HOST-8622,software,OS corruption
2024-10-20,607929943,transfer,JBL Wireless Headset,WH-40BC50C5FC,JBL Wireless Headset,WH-EBD09E8F91,HOST-8086,software,Physical damage
2024-09-02,999222522,transfer,HP Book 2.0 Model,LAP-419F1EDAEA,HP Book 2.0 Model,LAP-07D7FDC71F,HOST-5473,software,Device not powering on
2025-07-25,965960427,transfer,Dell Laptop X12 Model,LAP-34BF5FF081,Dell Laptop X12 Model,LAP-DF7DA8A75B,HOST-4830,software,Device not powering on
2025-01-22,642831335,breakfix,JBL Wireless Headset,WH-2FB5EAF742,JBL Wireless Headset,WH-AE1BEACFDB,HOST-5825,hardware,Physical damage
2025-06-05,375904108,breakfix,Dell Laptop X12 Model,LAP-1EB0589652,Dell Laptop X12 Model,LAP-6A9F07AB30,HOST-2942,hardware,Physical damage
2025-12-16,710293796,new joiner,JBL Wireless Headset,WH-A3032FE272,JBL Wireless Headset,WH-4D70CD0BCF,HOST-4281,software,Performance issue
2024-03-04,931899691,transfer,HP Book 2.0 Model,LAP-0F58C0D387,HP Book 2.0 Model,LAP-37CB02F08A,HOST-5096,software,Physical damage
2025-07-13,191163279,new joiner,HP Book 2.0 Model,LAP-193437CA57,HP Book 2.0 Model,LAP-1874B90ACD,HOST-3258,software,Device not powering on
2025-03-24,104994458,transfer,Wireless Headset Cushion,WH-918E551F87,Wireless Headset Cushion,WH-6058449BD5,HOST-6679,software,OS corruption
2024-06-10,679745130,new joiner,HP Book 2.0 Model,LAP-37389A8E2F,HP Book 2.0 Model,LAP-CA7109CF19,HOST-1194,software,User requested replacement
2025-08-25,786650291,transfer,Wireless Headset Cushion,WH-6F60A50D48,Wireless Headset Cushion,WH-D28B1B1F46,HOST-4728,hardware,Performance issue
2024-09-26,973143678,breakfix,Dell Laptop X12 Model,LAP-2998FD6FE9,Dell Laptop X12 Model,LAP-8C15F4BE21,HOST-9451,software,OS corruption
2025-02-10,268499484,breakfix,HP Book 2.0 Model,LAP-0129C6D367,HP Book 2.0 Model,LAP-016495A094,HOST-6129,hardware,OS corruption
2024-02-10,975610118,transfer,HP Book 2.0 Model,LAP-03AAA0F64C,HP Book 2.0 Model,LAP-8D275C917F,HOST-4433,software,OS corruption
2024-07-02,284898049,breakfix,Dell Laptop X12 Model,LAP-19B13070C3,Dell Laptop X12 Model,LAP-D35282AF3C,HOST-7139,hardware,User requested replacement
2025-09-15,936626463,transfer,Wireless Headset Cushion,WH-2BD0C6A614,Wireless Headset Cushion,WH-7D81B5F14D,HOST-1158,software,Physical damage
2025-02-11,789622604,breakfix,Dell Laptop X12 Model,LAP-3BCB8B81DD,Dell Laptop X12 Model,LAP-882B60EDD8,HOST-7867,software,OS corruption
2024-02-17,300164147,new joiner,HP Book 2.0 Model,LAP-43DFA934B7,HP Book 2.0 Model,LAP-0586EED9AE,HOST-5909,software,User requested replacement
2026-01-01,527322429,new joiner,JBL Wireless Headset,WH-3AAB15A555,JBL Wireless Headset,WH-3D215EDFE1,HOST-1527,hardware,Performance issue
2025-02-20,898483467,new joiner,HP Book 2.0 Model,LAP-7CD8F32072,HP Book 2.0 Model,LAP-7CDE37060F,HOST-7404,software,Performance issue
2024-12-20,157767179,breakfix,Wireless Headset Cushion,WH-A9B3DC0ADC,Wireless Headset Cushion,WH-F1373F55FA,HOST-9757,software,Performance issue
2024-09-25,743520276,breakfix,Wireless Headset Cushion,WH-3CF83BB787,Wireless Headset Cushion,WH-30DBE77C6F,HOST-6387,software,Physical damage
2025-10-21,929296154,breakfix,Wireless Headset Cushion,WH-D2E6435626,Wireless Headset Cushion,WH-C12874B936,HOST-2709,hardware,Device not powering on
2024-02-19,173512612,new joiner,HP Book 2.0 Model,LAP-028C67043E,HP Book 2.0 Model,LAP-557B976D34,HOST-9005,hardware,Performance issue
2025-07-05,395723682,breakfix,HP Book 2.0 Model,LAP-6E2EC9F074,HP Book 2.0 Model,LAP-1ACA98ACB6,HOST-7322,software,Performance issue
2025-05-31,327746886,transfer,HP Book 2.0 Model,LAP-D4AAC17655,HP Book 2.0 Model,LAP-633CA2FCB3,HOST-9591,hardware,OS corruption
2025-11-27,170101400,transfer,Wireless Headset Cushion,WH-E5386C266C,Wireless Headset Cushion,WH-311B9E8CCC,HOST-9495,hardware,Performance issue
2025-02-24,688574163,transfer,Dell Laptop X12 Model,LAP-7DC513AB45,Dell Laptop X12 Model,LAP-39E70D75CC,HOST-7407,hardware,Device not powering on
2025-09-14,457887167,new joiner,Dell Laptop X12 Model,LAP-68D18B1C14,Dell Laptop X12 Model,LAP-2422C232BF,HOST-7855,software,Device not powering on
2024-12-22,818356830,breakfix,HP Book 2.0 Model,LAP-F07CA2F2FF,HP Book 2.0 Model,LAP-60B4C2DE05,HOST-3128,hardware,Physical damage
2024-11-08,239939527,new joiner,JBL Wireless Headset,WH-B47490B3D1,JBL Wireless Headset,WH-B4BE17D6D2,HOST-8778,hardware,User requested replacement
2024-06-15,713500721,transfer,HP Book 2.0 Model,LAP-84151B54ED,HP Book 2.0 Model,LAP-7D45A52880,HOST-4325,software,Physical damage
2025-07-02,147605080,breakfix,Dell Laptop X12 Model,LAP-D50DC0B103,Dell Laptop X12 Model,LAP-9AFF86268D,HOST-3337,software,Device not powering on
2024-12-12,172962860,new joiner,Wireless Headset Cushion,WH-419B140D02,Wireless Headset Cushion,WH-993B3DD999,HOST-5044,software,User requested replacement
2024-09-09,922543647,transfer,Dell Laptop X12 Model,LAP-462523359C,Dell Laptop X12 Model,LAP-4A9766D9F4,HOST-8580,hardware,Device not powering on
2025-04-05,524979220,new joiner,HP Book 2.0 Model,LAP-43BDB4B83B,HP Book 2.0 Model,LAP-614782AB2F,HOST-8476,software,Physical damage
2024-12-20,794395127,new joiner,HP Book 2.0 Model,LAP-935F76F940,HP Book 2.0 Model,LAP-D5974E8794,HOST-3869,software,Performance issue
2025-07-25,634202492,new joiner,JBL Wireless Headset,WH-59E767D58C,JBL Wireless Headset,WH-437ABE7ABB,HOST-8079,software,OS corruption
2024-03-21,160257560,breakfix,Wireless Headset Cushion,WH-F5FE8B58CB,Wireless Headset Cushion,WH-5FD317CF90,HOST-2565,software,Device not powering on
2025-05-24,831277972,breakfix,HP Book 2.0 Model,LAP-BB60892E04,HP Book 2.0 Model,LAP-D4AAC17655,HOST-5485,software,Device not powering on
2024-02-10,690404558,new joiner,JBL Wireless Headset,WH-1CA1F01E6A,JBL Wireless Headset,WH-7266391DB1,HOST-4559,software,OS corruption
2024-07-07,722687986,breakfix,Wireless Headset Cushion,WH-9442EA1022,Wireless Headset Cushion,WH-03BD68AB95,HOST-7041,hardware,Device not powering on
2024-08-26,942478695,transfer,Wireless Headset Cushion,WH-6AF506E2AF,Wireless Headset Cushion,WH-9BB6C34A33,HOST-7719,software,Performance issue
2025-05-11,454190155,breakfix,JBL Wireless Headset,WH-AF09FBAC8B,JBL Wireless Headset,WH-C1C9DB2A4D,HOST-9291,hardware,OS corruption
2025-12-28,795294275,breakfix,Dell Laptop X12 Model,LAP-D3439CC4EB,Dell Laptop X12 Model,LAP-194DB7B9C5,HOST-8567,software,Physical damage
2024-12-12,193497030,breakfix,JBL Wireless Headset,WH-4B8D477B21,JBL Wireless Headset,WH-A95F433D77,HOST-7499,hardware,Device not powering on
2025-05-13,794435663,breakfix,Dell Laptop X12 Model,LAP-85EA40F103,Dell Laptop X12 Model,LAP-1519D5E763,HOST-3236,software,OS corruption
2024-09-15,713627778,transfer,HP Book 2.0 Model,LAP-5426C586C9,HP Book 2.0 Model,LAP-850BA6D848,HOST-2117,hardware,User requested replacement
2024-03-23,551907286,breakfix,HP Book 2.0 Model,LAP-79E05AEF16,HP Book 2.0 Model,LAP-EFE57C0032,HOST-8171,hardware,OS corruption
2025-04-14,281075299,breakfix,HP Book 2.0 Model,LAP-1E52896EDE,HP Book 2.0 Model,LAP-A8D0C86B4A,HOST-3794,hardware,User requested replacement
2025-10-14,280377032,breakfix,JBL Wireless Headset,WH-9E571051E0,JBL Wireless Headset,WH-A2B74D4DDE,HOST-5819,hardware,User requested replacement
2024-12-20,583258726,breakfix,HP Book 2.0 Model,LAP-FB7F50AAF9,HP Book 2.0 Model,LAP-B7801394E5,HOST-2271,hardware,Physical damage
2025-08-20,827920634,transfer,HP Book 2.0 Model,LAP-1044D352ED,HP Book 2.0 Model,LAP-821B768458,HOST-6866,hardware,Performance issue
