laptop_serial_number,laptop_model,status,end_of_life
LAP-C00D091D6E,Dell Laptop X12 Model,stock,n/a
LAP-535E167A0A,Dell Laptop X12 Model,stock,no
LAP-B1F17144CB,Dell Laptop X12 Model,stock,
LAP-879962DF87,Dell Laptop X12 Model,stock,no
LAP-366EE493C6,Dell Laptop X12 Model,stock,n/a
LAP-6652764E5A,Dell Laptop X12 Model,stock,no
LAP-141BEF75AC,Dell Laptop X12 Model,stock,no
LAP-643B9C5DBD,Dell Laptop X12 Model,stock,n/a
LAP-43D141BA64,Dell Laptop X12 Model,stock,no
LAP-96A6315A35,Dell Laptop X12 Model,stock,
LAP-5E59E05EFD,Dell Laptop X12 Model,stock,
LAP-4786807679,Dell Laptop X12 Model,stock,no
LAP-183B70659B,Dell Laptop X12 Model,stock,n/a
LAP-1F921E9F1A,Dell Laptop X12 Model,stock,yes
LAP-427CFA2BFD,Dell Laptop X12 Model,stock,n/a
LAP-7586D427E8,Dell Laptop X12 Model,stock,
LAP-ACABEF56F2,Dell Laptop X12 Model,stock,yes
LAP-71C7459796,Dell Laptop X12 Model,stock,no
LAP-F70D136776,Dell Laptop X12 Model,stock,
LAP-C2E1236703,Dell Laptop X12 Model,stock,
LAP-5F8521A3BE,Dell Laptop X12 Model,stock,no
LAP-00AECB1C9A,Dell Laptop X12 Model,stock,no
LAP-45DB2A5916,Dell Laptop X12 Model,stock,n/a
LAP-32FCAA5097,Dell Laptop X12 Model,stock,n/a
LAP-0A93DE0D02,Dell Laptop X12 Model,stock,no
LAP-725F9B8D17,Dell Laptop X12 Model,stock,n/a
LAP-CEA3102E1B,Dell Laptop X12 Model,stock,
LAP-9746861149,Dell Laptop X12 Model,stock,n/a
LAP-D25E3EB8EB,Dell Laptop X12 Model,stock,
LAP-86CD7B1BFF,Dell Laptop X12 Model,stock,no
LAP-7752A8CBFB,Dell Laptop X12 Model,stock,yes
LAP-F434CB4001,Dell Laptop X12 Model,stock,
LAP-C400AF2171,Dell Laptop X12 Model,stock,yes
LAP-349DABBD15,Dell Laptop X12 Model,stock,
LAP-D7C7FF9A74,Dell Laptop X12 Model,stock,no
LAP-6BC95C7EA6,Dell Laptop X12 Model,stock,n/a
LAP-65544F6990,Dell Laptop X12 Model,stock,
LAP-E19998DE83,Dell Laptop X12 Model,stock,no
LAP-A6FEE48BA4,Dell Laptop X12 Model,stock,yes
LAP-2EC23EA415,Dell Laptop X12 Model,stock,
LAP-47150F0C54,Dell Laptop X12 Model,stock,yes
LAP-E3A9B6EE88,Dell Laptop X12 Model,stock,n/a
LAP-76779F3E07,Dell Laptop X12 Model,stock,no
LAP-65CEA3A463,Dell Laptop X12 Model,stock,yes
LAP-540F236904,Dell Laptop X12 Model,stock,yes
LAP-8F53920C7B,Dell Laptop X12 Model,stock,
LAP-4E3E6A1F2E,Dell Laptop X12 Model,stock,no
LAP-C383033117,Dell Laptop X12 Model,stock,
LAP-D058BF8CE1,Dell Laptop X12 Model,stock,yes
LAP-B712EEF41E,Dell Laptop X12 Model,stock,yes
LAP-5FE016BB60,Dell Laptop X12 Model,stock,no
LAP-B7861856D8,Dell Laptop X12 Model,stock,yes
LAP-75CC36720B,Dell Laptop X12 Model,stock,
LAP-F133F2D9E7,Dell Laptop X12 Model,stock,no
LAP-F9881FECB5,Dell Laptop X12 Model,stock,
LAP-97308B12B4,Dell Laptop X12 Model,stock,no
LAP-911AE6E3A5,Dell Laptop X12 Model,stock,
LAP-3F7EFA65D1,Dell Laptop X12 Model,stock,yes
LAP-5FFCDB879F,Dell Laptop X12 Model,stock,
LAP-94BBD88AD7,Dell Laptop X12 Model,stock,no
LAP-297E8ECEAA,Dell Laptop X12 Model,stock,yes
LAP-ED843F0E44,Dell Laptop X12 Model,stock,yes
LAP-08103642C8,Dell Laptop X12 Model,stock,n/a
LAP-646920BD9C,Dell Laptop X12 Model,stock,
LAP-AABF039062,Dell Laptop X12 Model,stock,
LAP-0D588BF2EB,Dell Laptop X12 Model,stock,yes
LAP-CF4FA47038,Dell Laptop X12 Model,stock,no
LAP-3FBEE465E5,Dell Laptop X12 Model,stock,
LAP-951E409C8C,Dell Laptop X12 Model,stock,n/a
LAP-82CABA087E,Dell Laptop X12 Model,stock,no
LAP-4CACF5F608,Dell Laptop X12 Model,stock,yes
LAP-B5E444BAC3,Dell Laptop X12 Model,stock,no
LAP-B023242651,Dell Laptop X12 Model,stock,yes
LAP-F20C3266FB,Dell Laptop X12 Model,stock,n/a
LAP-832C6E87F7,Dell Laptop X12 Model,stock,
LAP-CD0F8D79D9,Dell Laptop X12 Model,stock,no
LAP-178572AB64,Dell Laptop X12 Model,stock,n/a
LAP-D0084CB6E7,Dell Laptop X12 Model,stock,
LAP-AFECDFD5AB,Dell Laptop X12 Model,stock,
LAP-0730EB2AE2,Dell Laptop X12 Model,stock,no
LAP-CFDC08442E,Dell Laptop X12 Model,stock,n/a
LAP-F90CD67902,Dell Laptop X12 Model,stock,n/a
LAP-E93EF99CEC,Dell Laptop X12 Model,stock,no
LAP-0E42A4997B,Dell Laptop X12 Model,stock,no
LAP-299045A90A,Dell Laptop X12 Model,stock,
LAP-1E455A4497,Dell Laptop X12 Model,stock,n/a
LAP-33CCF58AB1,Dell Laptop X12 Model,stock,n/a
LAP-E1F4548A14,Dell Laptop X12 Model,stock,
LAP-D3028C7410,Dell Laptop X12 Model,stock,no
LAP-A3AF4D73AA,Dell Laptop X12 Model,stock,no
LAP-29EEFF639C,Dell Laptop X12 Model,stock,yes
LAP-1008D1DD9E,Dell Laptop X12 Model,stock,
LAP-D547326D73,Dell Laptop X12 Model,stock,no
LAP-F2D0F255D7,Dell Laptop X12 Model,stock,n/a
LAP-E1557F3820,Dell Laptop X12 Model,stock,yes
LAP-A18B36C68B,Dell Laptop X12 Model,stock,no
LAP-6275E310E3,Dell Laptop X12 Model,stock,
LAP-79D5A8577A,Dell Laptop X12 Model,stock,n/a
LAP-75C7AB74D0,Dell Laptop X12 Model,stock,yes
LAP-08466B34CC,Dell Laptop X12 Model,stock,yes
LAP-2FFC2E672F,Dell Laptop X12 Model,stock,no
LAP-AF872452E4,Dell Laptop X12 Model,stock,
LAP-A602024A68,Dell Laptop X12 Model,stock,
LAP-2BB5117EB7,Dell Laptop X12 Model,stock,n/a
LAP-5FB10A5FF8,Dell Laptop X12 Model,stock,
LAP-9F046A4915,Dell Laptop X12 Model,stock,yes
LAP-7C14B814F5,Dell Laptop X12 Model,stock,
LAP-5F51417EDE,Dell Laptop X12 Model,stock,
LAP-1D827766AD,Dell Laptop X12 Model,stock,yes
LAP-AA9627EC1E,Dell Laptop X12 Model,stock,
LAP-6A39D65B05,Dell Laptop X12 Model,stock,no
LAP-C62CFE7BB3,Dell Laptop X12 Model,stock,no
LAP-712A0A7E27,Dell Laptop X12 Model,stock,n/a
LAP-F24B797DA7,Dell Laptop X12 Model,stock,no
LAP-DC1E4396D5,Dell Laptop X12 Model,stock,yes
LAP-F82DB82A6E,Dell Laptop X12 Model,stock,yes
LAP-CA422E1501,Dell Laptop X12 Model,stock,yes
LAP-94C5D4DDDB,Dell Laptop X12 Model,stock,
LAP-794797BAC9,Dell Laptop X12 Model,stock,yes
LAP-DA5E5FABCE,Dell Laptop X12 Model,stock,no
LAP-42919E1C08,Dell Laptop X12 Model,stock,n/a
LAP-BCE663A05C,Dell Laptop X12 Model,stock,yes
LAP-5437CF68DD,Dell Laptop X12 Model,stock,yes
LAP-451672879D,Dell Laptop X12 Model,stock,
LAP-B87FEDFBA4,Dell Laptop X12 Model,stock,no
LAP-42E0B6A4BF,Dell Laptop X12 Model,stock,n/a
LAP-7D6041B41D,Dell Laptop X12 Model,stock,yes
LAP-422FD4A264,Dell Laptop X12 Model,stock,yes
LAP-D532A880DD,Dell Laptop X12 Model,stock,no
LAP-CD92D8BB14,Dell Laptop X12 Model,stock,no
LAP-19EDCCF5EE,Dell Laptop X12 Model,stock,no
LAP-85699F220E,Dell Laptop X12 Model,stock,n/a
LAP-FCB8BD6444,Dell Laptop X12 Model,stock,n/a
LAP-63D10973C2,Dell Laptop X12 Model,stock,no
LAP-74D9CFBCCB,Dell Laptop X12 Model,stock,
LAP-D4020726B4,Dell Laptop X12 Model,stock,
LAP-3380C653C2,Dell Laptop X12 Model,stock,
LAP-D9F79D8B80,Dell Laptop X12 Model,stock,no
LAP-15624B78F3,Dell Laptop X12 Model,stock,n/a
LAP-09EF509478,Dell Laptop X12 Model,stock,yes
LAP-42CE36F29F,Dell Laptop X12 Model,stock,n/a
LAP-889F5D0123,Dell Laptop X12 Model,stock,yes
LAP-00A5BD74EA,Dell Laptop X12 Model,stock,n/a
LAP-981A5AFF95,Dell Laptop X12 Model,stock,yes
LAP-65C1C9B6C5,Dell Laptop X12 Model,stock,yes
LAP-6D8CE72B7C,Dell Laptop X12 Model,stock,yes
LAP-D235884F49,Dell Laptop X12 Model,stock,
LAP-AB39FD118E,Dell Laptop X12 Model,stock,
LAP-A7C33D9B92,Dell Laptop X12 Model,stock,no
LAP-D8E7A9A3B0,Dell Laptop X12 Model,stock,yes
LAP-EEC7CEEAC8,Dell Laptop X12 Model,stock,yes
LAP-72378580B2,Dell Laptop X12 Model,stock,n/a
LAP-7EC38BEA2C,Dell Laptop X12 Model,stock,yes
LAP-BA2D9D0D60,Dell Laptop X12 Model,stock,yes
LAP-63FC6A14F3,Dell Laptop X12 Model,stock,
LAP-4B5E00A8CC,Dell Laptop X12 Model,stock,yes
LAP-5DDF8AA267,Dell Laptop X12 Model,stock,n/a
LAP-56F5F79867,Dell Laptop X12 Model,stock,yes
LAP-5C3E78D315,Dell Laptop X12 Model,stock,yes
LAP-C99903840B,Dell Laptop X12 Model,stock,yes
LAP-740007DB6E,Dell Laptop X12 Model,stock,n/a
LAP-C86D13F21E,Dell Laptop X12 Model,stock,no
LAP-54A7637892,Dell Laptop X12 Model,stock,yes
LAP-3B98F3990D,Dell Laptop X12 Model,stock,no
LAP-E9A3F1A4E8,Dell Laptop X12 Model,stock,
LAP-03CE385810,Dell Laptop X12 Model,stock,
LAP-B2CA805F4B,Dell Laptop X12 Model,stock,yes
LAP-581EFFE852,Dell Laptop X12 Model,stock,
LAP-7DDC61A55A,Dell Laptop X12 Model,stock,yes
LAP-201C435D7B,Dell Laptop X12 Model,stock,yes
LAP-F96AF2CBA8,Dell Laptop X12 Model,stock,yes
LAP-70C4ED2CFA,Dell Laptop X12 Model,stock,no
LAP-AE257340F0,Dell Laptop X12 Model,stock,n/a
LAP-DD710595D4,Dell Laptop X12 Model,stock,no
LAP-8852BCF290,Dell Laptop X12 Model,stock,yes
LAP-D6CE330ED5,Dell Laptop X12 Model,stock,no
LAP-0F7A906F60,Dell Laptop X12 Model,stock,n/a
LAP-CD4FE09833,Dell Laptop X12 Model,stock,n/a
LAP-8542C2B2C7,Dell Laptop X12 Model,stock,n/a
LAP-8C3E389485,Dell Laptop X12 Model,stock,n/a
LAP-C77BE902A9,Dell Laptop X12 Model,stock,no
LAP-598EFBF382,Dell Laptop X12 Model,stock,yes
LAP-40895029EC,Dell Laptop X12 Model,stock,no
LAP-2B5C0A9BAD,Dell Laptop X12 Model,stock,n/a
LAP-6ABA30044F,Dell Laptop X12 Model,stock,no
LAP-D47298FD5F,Dell Laptop X12 Model,stock,yes
LAP-6BC520633C,Dell Laptop X12 Model,stock,
LAP-D5376316B5,Dell Laptop X12 Model,stock,yes
LAP-F5EC29DFBB,Dell Laptop X12 Model,stock,
LAP-1BD54C0FA0,Dell Laptop X12 Model,stock,yes
LAP-50FBD5A11F,Dell Laptop X12 Model,stock,
LAP-319C67AF5A,Dell Laptop X12 Model,stock,yes
LAP-98BD71CB13,Dell Laptop X12 Model,stock,no
LAP-860F2E7632,Dell Laptop X12 Model,stock,
LAP-5B34D7DF24,Dell Laptop X12 Model,stock,yes
LAP-CF03BED9F9,Dell Laptop X12 Model,stock,yes
LAP-2F846F2197,Dell Laptop X12 Model,stock,n/a
LAP-EF79FB478E,Dell Laptop X12 Model,stock,
LAP-F6EE8714B6,Dell Laptop X12 Model,stock,yes
LAP-8F6F98B63C,Dell Laptop X12 Model,stock,yes
LAP-D2DC446344,Dell Laptop X12 Model,stock,
LAP-D69EA892FD,Dell Laptop X12 Model,stock,yes
LAP-34B1DCBF78,Dell Laptop X12 Model,stock,no
LAP-C6725247B4,Dell Laptop X12 Model,stock,no
LAP-B25FB17971,Dell Laptop X12 Model,stock,yes
LAP-977771CF44,Dell Laptop X12 Model,stock,n/a
LAP-86A2AC6BCE,Dell Laptop X12 Model,stock,yes
LAP-09965E99C4,Dell Laptop X12 Model,stock,no
LAP-AFFA767B01,Dell Laptop X12 Model,stock,n/a
LAP-69B682340A,Dell Laptop X12 Model,stock,
LAP-6D9B76BC08,Dell Laptop X12 Model,stock,yes
LAP-6BE601BE2E,Dell Laptop X12 Model,stock,no
LAP-0616567E96,Dell Laptop X12 Model,stock,yes
LAP-0491D329ED,Dell Laptop X12 Model,stock,n/a
LAP-77DE54AFC2,Dell Laptop X12 Model,stock,yes
LAP-50B38C6005,Dell Laptop X12 Model,stock,yes
LAP-0039299583,Dell Laptop X12 Model,stock,no
LAP-35947EC639,Dell Laptop X12 Model,stock,
LAP-464A7EC25D,Dell Laptop X12 Model,stock,n/a
LAP-2C6908C8D4,Dell Laptop X12 Model,stock,n/a
LAP-CB08B4B803,Dell Laptop X12 Model,stock,no
LAP-3C9363740C,Dell Laptop X12 Model,stock,
LAP-DCA05C17FC,Dell Laptop X12 Model,stock,yes
LAP-9611FA4FA0,Dell Laptop X12 Model,stock,no
LAP-475BB403B8,Dell Laptop X12 Model,stock,
LAP-44654C1A09,Dell Laptop X12 Model,stock,
LAP-33F1B15913,Dell Laptop X12 Model,stock,n/a
LAP-E82FCDB462,Dell Laptop X12 Model,stock,
LAP-358D8BB58D,Dell Laptop X12 Model,stock,
LAP-CC9FEDD12B,Dell Laptop X12 Model,stock,n/a
LAP-254F92E629,Dell Laptop X12 Model,stock,
LAP-EAD6A5C0D9,Dell Laptop X12 Model,stock,no
LAP-512752C3F4,Dell Laptop X12 Model,stock,yes
LAP-63C12FA5CB,Dell Laptop X12 Model,stock,no
LAP-34C89F3687,Dell Laptop X12 Model,stock,yes
LAP-06E2F6CF7E,Dell Laptop X12 Model,stock,yes
LAP-55320BCD32,Dell Laptop X12 Model,stock,
LAP-AD686381E8,Dell Laptop X12 Model,stock,n/a
LAP-056DE1CA54,Dell Laptop X12 Model,stock,yes
LAP-AF6FCE3C75,Dell Laptop X12 Model,stock,
LAP-8A3FA38777,Dell Laptop X12 Model,stock,yes
LAP-59BCEC2F2A,Dell Laptop X12 Model,stock,n/a
LAP-88F51E4666,Dell Laptop X12 Model,stock,no
LAP-F23805B69D,Dell Laptop X12 Model,stock,no
LAP-2E78754E5C,Dell Laptop X12 Model,stock,no
LAP-C6236ECA74,Dell Laptop X12 Model,stock,yes
LAP-B392518C42,Dell Laptop X12 Model,stock,n/a
LAP-699D849E50,Dell Laptop X12 Model,stock,n/a
LAP-220817E8A7,Dell Laptop X12 Model,stock,yes
LAP-D9B3C2D973,Dell Laptop X12 Model,stock,yes
LAP-53995CBB98,Dell Laptop X12 Model,stock,no
LAP-B15730787A,Dell Laptop X12 Model,stock,yes
LAP-4C6CB8DC3B,Dell Laptop X12 Model,stock,n/a
LAP-AB0C653DD6,Dell Laptop X12 Model,stock,no
LAP-587ED0BB03,Dell Laptop X12 Model,stock,n/a
LAP-2100302FAB,Dell Laptop X12 Model,stock,yes
LAP-31BD3C249D,Dell Laptop X12 Model,stock,
LAP-3E7B82927A,Dell Laptop X12 Model,stock,
LAP-8C589ED339,Dell Laptop X12 Model,stock,no
LAP-5E48D42DC7,Dell Laptop X12 Model,stock,
LAP-1D2CE7B98A,Dell Laptop X12 Model,stock,yes
LAP-C478F3025F,Dell Laptop X12 Model,stock,
LAP-87874E6A86,Dell Laptop X12 Model,stock,n/a
LAP-9D92D9815C,Dell Laptop X12 Model,stock,n/a
LAP-7F537BE208,Dell Laptop X12 Model,stock,n/a
LAP-FC54DA74F6,Dell Laptop X12 Model,stock,no
LAP-96D3A4528B,Dell Laptop X12 Model,stock,n/a
LAP-D1D0BF04A7,Dell Laptop X12 Model,stock,no
LAP-39C39A86E5,Dell Laptop X12 Model,stock,
LAP-C2019BA3F6,Dell Laptop X12 Model,stock,n/a
LAP-3046E47E71,Dell Laptop X12 Model,stock,yes
LAP-6059EBE60C,Dell Laptop X12 Model,stock,yes
LAP-D18EB5A1D2,Dell Laptop X12 Model,stock,no
LAP-05B089FB38,Dell Laptop X12 Model,stock,n/a
LAP-46ABDC70AE,Dell Laptop X12 Model,stock,n/a
LAP-418D66BB60,Dell Laptop X12 Model,stock,
LAP-C35366413B,Dell Laptop X12 Model,stock,yes
LAP-EDBE06947C,Dell Laptop X12 Model,stock,
LAP-C4BD369665,Dell Laptop X12 Model,stock,n/a
LAP-CDB6D7D314,Dell Laptop X12 Model,stock,n/a
LAP-20F5F18943,Dell Laptop X12 Model,stock,
LAP-595073083E,Dell Laptop X12 Model,stock,
LAP-649E61767E,Dell Laptop X12 Model,stock,n/a
LAP-51A8742F9E,Dell Laptop X12 Model,stock,no
LAP-4E15DBCDD7,Dell Laptop X12 Model,stock,yes
LAP-5935EBF554,Dell Laptop X12 Model,stock,yes
LAP-CD39DC1289,Dell Laptop X12 Model,stock,n/a
LAP-E9E4747808,Dell Laptop X12 Model,stock,yes
LAP-DB0428BE93,Dell Laptop X12 Model,stock,n/a
LAP-A9472B378C,Dell Laptop X12 Model,stock,
LAP-E6B770EC4D,Dell Laptop X12 Model,stock,
LAP-E470F10F55,Dell Laptop X12 Model,stock,n/a
LAP-FCC03F30F2,Dell Laptop X12 Model,stock,
LAP-1E3C4D1312,Dell Laptop X12 Model,stock,no
LAP-8E178517CE,Dell Laptop X12 Model,stock,n/a
LAP-2486F8F264,Dell Laptop X12 Model,stock,n/a
LAP-FE77CAA867,Dell Laptop X12 Model,stock,n/a
LAP-3E2F100CAB,Dell Laptop X12 Model,stock,no
LAP-9ED32099E4,Dell Laptop X12 Model,stock,no
LAP-30890CDF67,Dell Laptop X12 Model,stock,
LAP-1E28613366,Dell Laptop X12 Model,stock,yes
LAP-92158F155A,Dell Laptop X12 Model,stock,
LAP-7408BA7C0C,Dell Laptop X12 Model,stock,no
LAP-822DB0B8CD,Dell Laptop X12 Model,stock,
LAP-FAB900B8F0,Dell Laptop X12 Model,stock,
LAP-9E93B715CA,Dell Laptop X12 Model,stock,no
LAP-537844F2A2,Dell Laptop X12 Model,stock,n/a
LAP-30157314CF,Dell Laptop X12 Model,stock,
LAP-F181D383CB,Dell Laptop X12 Model,stock,n/a
LAP-A0E85EEF9E,Dell Laptop X12 Model,stock,yes
LAP-C0DB9CEB5B,Dell Laptop X12 Model,stock,n/a
LAP-73917E6E06,Dell Laptop X12 Model,stock,
LAP-4BAE46F269,Dell Laptop X12 Model,stock,yes
LAP-B5F0540A90,Dell Laptop X12 Model,stock,
LAP-A814659401,Dell Laptop X12 Model,stock,yes
LAP-2D5449F72D,Dell Laptop X12 Model,stock,yes
LAP-094824D39A,Dell Laptop X12 Model,stock,yes
LAP-99C9DBA036,Dell Laptop X12 Model,stock,n/a
LAP-30EA8AC616,Dell Laptop X12 Model,stock,n/a
LAP-073392332A,Dell Laptop X12 Model,stock,yes
LAP-31398DD226,Dell Laptop X12 Model,stock,no
LAP-ED876FED8F,Dell Laptop X12 Model,stock,yes
LAP-7B00B5ECB8,Dell Laptop X12 Model,stock,
LAP-59D636A086,Dell Laptop X12 Model,stock,
LAP-6041A21332,Dell Laptop X12 Model,stock,no
LAP-5544BFA331,Dell Laptop X12 Model,stock,n/a
LAP-586E0A5FB4,Dell Laptop X12 Model,stock,yes
LAP-21995A1AFD,Dell Laptop X12 Model,stock,
LAP-A08B9BE34B,Dell Laptop X12 Model,stock,yes
LAP-5D8081D0A2,Dell Laptop X12 Model,stock,yes
LAP-B9E3BCD34E,Dell Laptop X12 Model,stock,yes
LAP-5BB1F0D8A8,Dell Laptop X12 Model,stock,
LAP-F74FD3E012,Dell Laptop X12 Model,stock,
LAP-819B33B850,Dell Laptop X12 Model,stock,yes
LAP-74E8E94303,Dell Laptop X12 Model,stock,n/a
LAP-C023E7ECC5,Dell Laptop X12 Model,stock,yes
LAP-4D01631FFF,Dell Laptop X12 Model,stock,
LAP-4C0BE3F628,Dell Laptop X12 Model,stock,no
LAP-4CCA035E81,Dell Laptop X12 Model,stock,no
LAP-87CC4548AC,Dell Laptop X12 Model,stock,yes
LAP-ACC6BF7D90,Dell Laptop X12 Model,stock,
LAP-C58F089275,Dell Laptop X12 Model,stock,
LAP-255B834F74,Dell Laptop X12 Model,stock,no
LAP-BCEFD8A4F8,Dell Laptop X12 Model,stock,no
LAP-1F09DCA93A,Dell Laptop X12 Model,stock,yes
LAP-289F4B4DBC,Dell Laptop X12 Model,stock,yes
LAP-EE907926BC,Dell Laptop X12 Model,stock,n/a
LAP-FD788552F2,Dell Laptop X12 Model,stock,no
LAP-5B9EF7CE73,Dell Laptop X12 Model,stock,no
LAP-313A89F1BD,Dell Laptop X12 Model,stock,no
LAP-CAC8A7C600,Dell Laptop X12 Model,stock,no
LAP-FC27B921BD,Dell Laptop X12 Model,stock,no
LAP-CA714F6E93,Dell Laptop X12 Model,stock,no
LAP-D553BB956E,Dell Laptop X12 Model,stock,no
LAP-BA7260F4E6,Dell Laptop X12 Model,stock,no
LAP-012B4667AE,Dell Laptop X12 Model,stock,n/a
LAP-B264D65F7E,Dell Laptop X12 Model,stock,yes
LAP-B664D60E64,Dell Laptop X12 Model,stock,n/a
LAP-322B1BCE4E,Dell Laptop X12 Model,stock,
LAP-C47FA31153,Dell Laptop X12 Model,stock,n/a
LAP-4D6E78278D,Dell Laptop X12 Model,stock,no
LAP-AE6B19EBC7,Dell Laptop X12 Model,stock,no
LAP-C8F090B568,Dell Laptop X12 Model,stock,n/a
LAP-7F3BEFA709,Dell Laptop X12 Model,stock,n/a
LAP-9D0599829C,Dell Laptop X12 Model,stock,yes
LAP-3F65D58591,Dell Laptop X12 Model,stock,yes
LAP-F4EEDD7C4E,Dell Laptop X12 Model,stock,n/a
LAP-A25C8114D8,Dell Laptop X12 Model,stock,yes
LAP-022A86D89A,Dell Laptop X12 Model,stock,yes
LAP-C601168274,Dell Laptop X12 Model,stock,n/a
LAP-FC90AA1A1B,Dell Laptop X12 Model,stock,
LAP-21E7F04144,Dell Laptop X12 Model,stock,yes
LAP-CD60FE31C4,Dell Laptop X12 Model,stock,no
LAP-5154D6EC7C,Dell Laptop X12 Model,stock,n/a
LAP-3BF48C0DD2,Dell Laptop X12 Model,stock,yes
LAP-5D50C05D6F,Dell Laptop X12 Model,stock,yes
LAP-E6A310F2A0,Dell Laptop X12 Model,stock,no
LAP-E542728565,Dell Laptop X12 Model,stock,n/a
LAP-142E1CB7C1,Dell Laptop X12 Model,stock,yes
LAP-22D793D23A,Dell Laptop X12 Model,stock,n/a
LAP-3641E9D370,Dell Laptop X12 Model,stock,no
LAP-B0FEDA794C,Dell Laptop X12 Model,stock,n/a
LAP-ED60A1BAF3,Dell Laptop X12 Model,stock,
LAP-6CC02E3C13,Dell Laptop X12 Model,stock,no
LAP-1F3672B689,Dell Laptop X12 Model,stock,no
LAP-DDB6EAD204,Dell Laptop X12 Model,stock,no
LAP-F2565A9391,Dell Laptop X12 Model,stock,yes
LAP-FF34989E18,Dell Laptop X12 Model,stock,
LAP-02305F320F,Dell Laptop X12 Model,stock,n/a
LAP-97954432D6,Dell Laptop X12 Model,stock,yes
LAP-AB71068C6B,Dell Laptop X12 Model,stock,n/a
LAP-3FB7A78049,Dell Laptop X12 Model,stock,
LAP-8FC5969A8F,Dell Laptop X12 Model,stock,yes
LAP-914F5B22F9,Dell Laptop X12 Model,stock,
LAP-8A519B661D,Dell Laptop X12 Model,stock,no
LAP-5473222D12,Dell Laptop X12 Model,stock,yes
LAP-7268E4A514,Dell Laptop X12 Model,stock,no
LAP-07749F0526,Dell Laptop X12 Model,stock,yes
LAP-5789473076,Dell Laptop X12 Model,stock,yes
LAP-8455105ABC,Dell Laptop X12 Model,stock,yes
LAP-C6E7488BF4,Dell Laptop X12 Model,stock,n/a
LAP-1CD5E0E8A9,Dell Laptop X12 Model,stock,yes
LAP-66035C3D01,Dell Laptop X12 Model,stock,n/a
LAP-04272C2B43,Dell Laptop X12 Model,stock,n/a
LAP-E9A4BDC370,Dell Laptop X12 Model,stock,no
LAP-9460E57BF0,Dell Laptop X12 Model,stock,n/a
LAP-5FD2A599C9,Dell Laptop X12 Model,stock,yes
LAP-1E26DDADE2,Dell Laptop X12 Model,stock,n/a
LAP-5E585C2CF1,Dell Laptop X12 Model,stock,no
LAP-B94212EEC1,Dell Laptop X12 Model,stock,yes
LAP-DBFACC09B2,Dell Laptop X12 Model,stock,n/a
LAP-47DD14B8D0,Dell Laptop X12 Model,stock,n/a
LAP-916F6E2916,Dell Laptop X12 Model,stock,
LAP-EDA55E8861,Dell Laptop X12 Model,stock,
LAP-FFB4034BA9,Dell Laptop X12 Model,stock,
LAP-BFC4CB3B28,Dell Laptop X12 Model,stock,n/a
LAP-3DE6636869,Dell Laptop X12 Model,stock,no
LAP-DD1628138E,Dell Laptop X12 Model,stock,yes
LAP-2EFEE31691,Dell Laptop X12 Model,stock,no
LAP-DE35337950,Dell Laptop X12 Model,stock,yes
LAP-88D163F032,Dell Laptop X12 Model,stock,no
LAP-9F6CFF7594,Dell Laptop X12 Model,stock,yes
LAP-6B5EDBDF90,Dell Laptop X12 Model,stock,
LAP-EE31199F67,Dell Laptop X12 Model,stock,no
LAP-644F3091B5,Dell Laptop X12 Model,stock,n/a
LAP-A63E0D66C7,Dell Laptop X12 Model,stock,
LAP-B57095EC2D,Dell Laptop X12 Model,stock,yes
LAP-E0B76DD3ED,Dell Laptop X12 Model,stock,no
LAP-0508BE5B45,Dell Laptop X12 Model,stock,
LAP-DB6BC9AE9D,Dell Laptop X12 Model,stock,yes
LAP-70E848C4E8,Dell Laptop X12 Model,stock,no
LAP-3EC14737E3,Dell Laptop X12 Model,stock,yes
LAP-9ACEFF48F3,Dell Laptop X12 Model,stock,no
LAP-8D0ABCB424,Dell Laptop X12 Model,stock,
LAP-EB1C7ADB38,Dell Laptop X12 Model,stock,n/a
LAP-32EA2ED091,Dell Laptop X12 Model,stock,no
LAP-3F19C9E84B,Dell Laptop X12 Model,stock,
LAP-34AC014AC3,Dell Laptop X12 Model,stock,yes
LAP-3597994136,Dell Laptop X12 Model,stock,n/a
LAP-17EDA25F27,Dell Laptop X12 Model,stock,n/a
LAP-9E62C82E6D,Dell Laptop X12 Model,stock,n/a
LAP-A2D29E0B61,Dell Laptop X12 Model,stock,n/a
LAP-D67F924695,Dell Laptop X12 Model,stock,
LAP-22C91A42CE,Dell Laptop X12 Model,stock,n/a
LAP-686A0D237F,Dell Laptop X12 Model,stock,n/a
LAP-75E47D73D8,Dell Laptop X12 Model,stock,yes
LAP-768B565444,Dell Laptop X12 Model,stock,n/a
LAP-DED3162EB7,Dell Laptop X12 Model,stock,no
LAP-565E752856,Dell Laptop X12 Model,stock,yes
LAP-65E38A6611,Dell Laptop X12 Model,stock,
LAP-16C2B0D9D9,Dell Laptop X12 Model,stock,
LAP-2D11E7DBC9,Dell Laptop X12 Model,stock,yes
LAP-AC8574421B,Dell Laptop X12 Model,stock,n/a
LAP-73A82D6244,Dell Laptop X12 Model,stock,n/a
LAP-32BCA8D748,Dell Laptop X12 Model,stock,no
LAP-E8FF6DBA34,Dell Laptop X12 Model,stock,
LAP-812512A6BE,Dell Laptop X12 Model,stock,yes
LAP-66475241BE,Dell Laptop X12 Model,stock,
